RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
26229,80210,6982,117961,118300,118783,118321,118406,290919,118322
7515,80762,7525,117961,118225,120551,117905,240983,290919,117908
16079,32223,13119,118120,118121,117920,119323,123932,19793,119325
12478,6680,5537,117961,118413,120370,117905,117906,290919,117908
27282,1020,16541,117961,118225,120551,117905,117906,290919,117908
1646,80266,5041,117961,118343,119598,119928,134544,118331,119929
9702,33151,15895,117961,118052,120677,122067,300136,118424,122069
12868,32270,18450,117961,118052,118821,117905,240983,290919,117908
121,1098,6993,117961,118343,118514,117905,240983,290919,117908
15209,31921,11830,117975,117976,118246,179731,118247,117887,117973
23376,31352,74884,126918,126919,118042,118043,146409,270488,118046
13233,25098,2199,4292,126095,118378,179731,179731,117887,117973
4035,16214,57757,117961,118343,142038,118784,121873,290919,118786
10577,78327,79402,117983,117984,117878,117879,117913,19721,117880
26644,38725,26170,117916,117917,117941,117879,117886,19721,117880
5316,79092,8461,117961,118327,118929,124810,221283,249618,124812
26550,19723,72493,118079,118080,117878,117879,118177,19721,117880
32135,31183,19760,117961,117962,118352,117905,117906,290919,117908
14858,80812,5524,117961,118343,118514,117905,240983,290919,117908
8138,45185,46830,117929,117940,117941,118568,140630,19721,118570
6638,39743,6035,117890,117891,117878,118568,292195,19721,118570
17010,34528,4584,117961,118300,120297,118321,117906,290919,118322
28366,3853,16838,117961,118413,120370,307024,310608,118331,118332
8857,37095,1140,117961,117962,118352,118321,117906,290919,118322
1269,34232,16566,117961,118327,120559,118054,118443,117887,118055
8620,13878,119058,118079,118080,117878,117879,118177,19721,117880
8490,75327,17414,118752,119070,118042,118043,151099,270488,118046
24369,74390,3270,117961,118225,122870,118563,123784,270488,118565
8023,688,5507,117961,118413,120370,118321,130817,290919,118322
27353,16294,4698,117961,117962,118352,118321,117906,290919,118322
13107,39327,18213,117961,118386,125016,118451,126309,118453,118454
3544,23921,4887,117961,118343,118979,120006,310997,118424,120008
19765,17249,4887,117961,118343,118979,120006,310997,118424,120008
15545,34832,3688,120883,120884,118378,119192,300603,119184,119194
3011,917,3108,117961,118225,124449,120313,230838,118424,120315
23289,19752,4500,117961,118052,118881,118321,117906,290919,118322
20309,15356,46224,117961,118327,118378,120952,120953,118453,120954
4788,77255,8487,117961,118327,118320,117905,117906,290919,117908
18803,732,770,117961,118300,118437,118451,130134,118453,118454
12395,37260,20690,117876,117877,117878,118568,173457,19721,118570
28401,35655,25237,117961,117962,118910,118777,279443,308574,118779
27743,20897,19286,117961,118225,120050,124810,165649,249618,124812
29831,18394,820,117961,118300,123719,118321,240983,290919,118322
15255,23969,311683,118887,118888,124656,118422,149364,118424,118425
421,34865,3722,117961,118300,120059,119849,124718,118638,119851
8595,79121,49440,117961,118300,118631,118422,142573,118424,118425
19789,29024,4098,117961,118343,118292,120344,311360,118424,120346
16537,39883,5196,117961,118052,118053,118636,197472,118638,118639
31571,37427,3118,117961,118300,118458,120789,309123,118424,120791
16763,79327,994,117961,118300,120312,120516,123107,120518,120519
12332,76917,30534,117961,118343,119142,118321,150358,290919,118322
11638,20312,56602,118079,118080,117878,117879,120319,19721,117880
10432,70105,22431,117961,118413,126229,118777,279443,308574,118779
7519,78841,795,117961,118225,120551,118321,240983,290919,118322
4677,31401,3242,117961,118343,118514,118321,240983,290919,118322
7948,75476,7369,117961,118386,118896,118321,117906,290919,118322
20033,41591,6656,118095,118096,118008,117885,118097,117887,117888
23907,77291,50538,118953,118954,117920,118568,131694,19721,118570
8151,45300,4031,117961,118300,120026,118422,239205,118424,118425
5568,16443,6736,117961,117969,6725,122290,268766,6725,122292
31296,27245,7021,117961,118300,118783,118784,287626,290919,118786
1984,43714,18686,117961,118386,128823,118321,117906,290919,118322
28180,75328,3399,118752,119070,119781,130479,145269,119784,130481
4443,39879,15961,119280,119281,118623,126684,122534,292795,126685
30812,32270,70264,117961,118343,120722,118777,279443,308574,118779
11644,23181,57798,117876,117877,118810,119323,300913,19793,119325
28713,15910,4370,117961,118343,118514,117905,117906,290919,117908
12345,106451,17788,117961,118446,119961,132671,118260,290919,132673
13970,25993,33266,216705,119256,129526,119849,160290,118638,119851
9021,16524,4567,117961,118300,118514,118278,118260,290919,118279
17594,74995,23347,117961,118052,121667,118685,279443,308574,118687
13540,18418,21033,117961,118300,123749,118777,279443,308574,118779
19378,40630,80413,118163,118164,117878,117885,117937,117887,117888
22390,25993,4961,117961,118343,118833,307024,294485,118331,118332
1023,35792,2661,122880,122974,122870,118207,180031,270488,118209
7848,17308,2260,117961,118343,119598,120497,223125,118424,120499
23576,17308,1898,117961,118225,131159,120097,131160,270488,120099
7291,39421,53255,120864,120865,120551,118777,191629,308574,118779
6732,79092,4715,117961,118300,125872,118422,249904,118424,118425
7366,21710,6997,117961,118343,149210,118321,117906,290919,118322
8908,103515,6982,117961,118300,118783,117905,117906,290919,117908
12422,27124,86299,117961,118327,120383,117905,117906,290919,117908
17026,34924,121925,117961,118327,118933,118784,121926,290919,118786
15619,136,4500,117961,118052,118881,117905,117906,290919,117908
16970,75078,116406,117961,117962,120677,120357,236375,118424,120359
18998,18913,31857,117929,117930,117884,117879,117886,19721,117880
3919,73546,30534,117961,118343,119142,118784,130086,290919,118786
10384,17791,51119,117961,118343,122012,118321,117906,290919,118322
4932,15358,85475,117961,118300,120410,118784,117906,290919,118786
25480,76823,5244,117961,118343,119598,118321,117906,290919,118322
26904,45904,25772,118006,118007,117941,117879,117897,19721,117880
1648,43284,50952,117961,118327,118929,126184,247599,118762,126186
6915,43296,19986,117961,118225,125139,120773,118959,118960,120774
15411,5764,5767,117961,118343,118344,118777,279443,308574,118779
18182,988,5717,117961,118343,124725,118321,117906,290919,118322
15592,42081,7624,117961,118052,119742,117905,117906,290919,117908
2506,83270,5767,117961,118343,118344,118777,279443,308574,118779
19138,79092,1840,117961,118343,118514,118321,117906,290919,118322
14333,76848,7547,117961,118327,118933,117905,172635,290919,117908
28312,15030,16850,117961,118225,119238,122849,120324,119095,122850
9059,23320,6071,117961,118413,122007,117905,117906,290919,117908
29217,28416,1475,91261,118026,118450,118641,123881,118643,118644
19761,91111,7252,117961,117962,118352,117905,117906,290919,117908
3942,1020,51129,117961,118343,118609,122022,310779,119221,122024
6163,41640,6285,117961,118300,132427,118321,117906,290919,118322
32588,33146,7519,91261,118026,118202,118784,124402,290919,118786
30976,45481,136171,118725,118726,118631,124419,117897,118424,124421
17313,42085,3963,117961,118300,125872,120344,311360,118424,120346
18701,19945,7426,117961,118225,119238,122849,120324,119095,122850
1059,26808,1043,117961,118327,120559,118641,132791,118643,118644
5785,39339,55805,117961,118343,118856,132692,132693,270488,132694
31726,4675,2327,117961,118300,119181,121594,126485,4673,121596
1803,75032,2460,122880,122974,118623,117946,149568,292795,117948
24265,17226,55119,119062,119091,123125,134095,300136,118474,118475
21449,26826,17156,117961,118300,118810,123082,197687,19793,123084
30359,7543,4642,117961,118225,120551,118321,133936,290919,118322
5211,34549,5652,117961,118300,121305,118321,117906,290919,118322
24410,18418,5079,117961,118300,127284,120789,284092,118424,120791
25884,80179,20394,117961,118052,118706,120773,305057,118960,120774
25737,75078,69326,91261,118026,123656,118321,117906,290919,118322
11142,28149,71171,117961,118386,118746,118259,117906,290919,118261
24086,31603,2014,117961,117962,117904,119949,311441,290919,119951
27831,80772,16314,117961,118446,120317,117905,117906,290919,117908
23700,101333,67326,117910,117911,117912,118568,198040,19721,118570
1581,22682,5115,117961,118300,118631,119928,219829,118331,119929
19548,35531,13871,117961,118300,81476,118321,117906,290919,118322
18643,3853,5242,117961,118052,120671,120357,120065,118424,120359
24331,34026,91412,117975,117976,117920,118568,131694,19721,118570
10701,74142,8242,117961,117962,119223,118841,306399,118643,118843
9572,39384,3869,117961,118225,120050,118321,117906,290919,118322
26770,6977,6277,117961,118343,120722,117905,117906,290919,117908
21494,4675,33266,117961,118300,123719,117905,240983,290919,117908
28925,31183,46663,118256,118257,118623,259173,193644,292795,118943
10154,79092,5262,119596,119597,124133,120344,282594,118424,120346
22264,79154,8088,131853,131854,118481,117905,117906,290919,117908
31874,4675,3868,117961,118386,122938,117905,117906,290919,117908
6469,28893,1755,117961,117962,119223,150752,137949,118643,150754
16797,73989,4311,119062,119091,118514,117905,117906,290919,117908
25194,20364,4710,117961,118343,120709,119997,278014,118131,119998
2261,31352,53297,126918,126919,118042,118043,118043,270488,118046
8981,35952,59267,117961,117962,120924,307024,294485,118331,118332
21554,19484,58466,118602,118603,118008,118568,118568,19721,118570
17650,3130,79603,117961,118386,125884,122860,293990,3130,122862
8937,75834,25607,117961,118343,118856,118321,117906,290919,118322
20493,74883,55195,126918,126919,118042,118043,118043,270488,118046
26982,27348,51243,117961,118300,123055,120344,134311,118424,120346
20518,79121,8784,117961,118300,119890,118834,150799,118424,118836
23021,19722,16974,117961,118300,119181,117905,117906,290919,117908
10752,77387,7651,117961,118386,118746,118321,117906,290919,118322
22792,79440,121004,121005,121006,117945,280788,264384,292795,119082
21241,79092,2983,117961,118343,118700,118321,117906,290919,118322
67,17308,4088,117961,118300,118458,118728,223125,118295,118730
16264,19481,46788,117929,117940,117920,118568,163031,19721,118570
29279,36005,33774,118212,118580,117895,117899,267952,19721,117900
2420,25731,3766,117961,118300,118360,125793,125793,118643,125795
27843,6690,17091,117961,118225,118403,118318,168365,118205,118319
4478,22680,3869,117961,118225,120050,118321,117906,290919,118322
30626,40919,28267,118315,118463,118464,119172,162182,118467,119174
13321,278393,3108,117961,118225,124449,120313,230838,118424,120315
31728,6977,50976,117961,118413,119968,118321,117906,290919,118322
25759,23921,4733,118290,118291,120126,118980,166203,118295,118982
4440,79160,858,117961,118327,118529,122129,168451,121916,122131
15246,80151,52036,117961,118300,124725,117905,117906,290919,117908
27822,15369,3933,117961,118343,118575,118636,253787,118638,118639
24096,75900,20908,118990,118991,118992,119192,150602,119184,119194
20672,38704,89315,117893,117894,117895,117896,117897,117887,117898
7689,31661,71899,118990,118991,118992,135123,292871,120302,135125
30454,103899,14731,117961,118446,118447,118321,117906,290919,118322
23257,76416,23340,117961,118225,120663,122030,134579,122032,122033
29761,3130,3188,117961,117962,120924,119351,206049,3130,119353
9897,35792,1605,117961,118327,128935,118396,235280,118398,118399
18378,23194,1443,117961,118343,120722,118321,117906,290919,118322
27147,31228,1334,117961,117962,118910,119949,230830,290919,119951
27423,16512,310697,117961,118343,118856,118321,117906,290919,118322
19425,79092,2318,117961,118327,118933,118784,117906,290919,118786
21712,278393,4088,117961,118300,118458,118728,223125,118295,118730
15044,18072,51740,118752,119070,118754,118805,130913,118474,118807
7244,18058,4498,117890,118102,117878,134118,211100,119788,134120
2810,79092,6046,117961,118446,120317,307024,306404,118331,118332
23543,45019,7011,117961,118327,120685,118321,118448,290919,118322
25389,42093,3332,117961,118343,121747,118685,120316,308574,118687
31215,23096,53297,126918,126919,118042,118043,118043,270488,118046
22487,13878,73001,117910,118855,117884,117879,117886,19721,117880
1320,25993,3990,117961,117962,118409,122645,151214,119221,122647
9324,25858,14800,117961,117962,118352,118784,117906,290919,118786
5784,39879,18073,118256,118257,118623,118995,136748,292795,118997
7634,80208,3724,117961,118300,120059,123670,305057,121916,123672
2852,40515,96704,117910,117911,117884,117879,117886,19721,117880
9040,94179,55941,117961,118327,122109,117905,117906,290919,117908
52,73753,70062,117961,118386,118746,117905,117906,290919,117908
20117,79021,49962,120140,120141,118492,119949,125738,290919,119951
9388,78591,101251,117893,117894,117895,117896,117897,117887,117898
4550,80497,5021,117961,118300,118458,118293,118302,118295,118296
25855,31200,7665,117961,118343,120722,117905,117906,290919,117908
21237,29304,57226,117975,117976,118810,118811,310825,19793,118813
9405,19484,13386,118219,118220,118221,117879,117897,19721,117880
26138,75078,60790,117961,118052,118867,118523,311622,118331,118525
2302,95216,7014,117961,118446,119961,118278,118260,290919,118279
30185,45990,46646,119280,119281,118623,126684,130913,292795,126685
2387,23921,74884,126918,126919,118042,118043,118043,270488,118046
4080,29697,222415,120140,120141,120559,120952,128432,118453,120954
8839,58642,79111,117961,118343,119945,119928,231633,118331,119929
8513,25705,22899,118290,118291,119136,119137,129238,118474,119139
26844,15884,7029,117961,117962,120677,120357,149187,118424,120359
4753,20281,90027,117916,118150,118599,179731,123808,117887,117973
25200,45055,7676,117961,118300,119181,118685,270229,308574,118687
8784,34579,771,117961,118300,120722,118784,152747,290919,118786
15600,42093,25687,117961,118343,118660,119065,119212,118667,119067
19588,44731,30430,118541,118542,118562,118563,118564,270488,118565
26534,5112,4108,118887,118888,119136,119137,137950,118474,119139
26934,32270,5022,118887,118888,118631,118912,309291,118424,118914
6177,80063,2781,117961,118300,118360,119849,310589,118638,119851
26299,80061,16527,91261,118026,118202,117905,117906,290919,117908
3110,35343,1913,117902,117903,118783,120952,122352,118453,120954
12932,45176,50302,117932,117933,117878,117879,117879,19721,117880
18216,85557,15682,117961,118300,118957,118321,117906,290919,118322
18809,4675,242142,125714,125715,118514,118321,117906,290919,118322
29838,18381,44022,117961,117962,122215,117905,240983,290919,117908
10099,31859,17687,118219,118220,117941,127700,268194,19721,127702
15909,18072,86857,117902,118041,118556,118274,118806,292795,118276
29959,41594,5412,117961,118327,118391,118685,279443,308574,118687
12927,17249,4914,117961,118300,120026,119433,133686,118424,119435
24351,34817,7610,117961,118327,120383,117905,117906,290919,117908
25004,18418,15887,117961,118052,120356,126516,300136,118612,126518
7120,32270,4341,117961,118300,118957,118784,240983,290919,118786
14174,15064,20983,117961,118052,119598,118054,124356,117887,118055
15614,33149,1744,118290,118291,120171,120284,132803,117887,120285
2199,7543,4933,117961,118300,118458,307024,301218,118331,118332
32094,75270,49714,121785,121786,118492,118747,130707,118453,118749
1620,41312,7703,117943,117944,117945,118274,299258,292795,118276
29960,42093,3622,117961,118300,118458,118834,223125,118424,118836
14404,38972,1945,118256,118257,118450,128093,219357,119184,128095
24468,4675,7520,117961,118343,124725,118321,240983,290919,118322
8687,43187,5244,117961,118343,119598,117905,117906,290919,117908
24882,80553,3788,117961,118343,120722,118321,117906,290919,118322
8910,35376,215806,118315,118316,123656,118321,211648,290919,118322
21375,40806,16566,117961,118327,120559,118054,123102,117887,118055
30304,39262,5697,117961,118386,118692,117905,240983,290919,117908
6765,1003,53255,120864,120865,120551,118777,191629,308574,118779
26877,27416,20440,117890,117891,117878,117879,117879,19721,117880
3708,32411,4583,117961,118413,120370,117905,117906,290919,117908
23085,79783,23200,117961,118343,123125,118784,117906,290919,118786
6706,37235,14603,118349,118350,117895,118194,143682,117887,118196
29151,77491,50520,118192,118193,117895,117879,118250,19721,117880
8700,25819,19717,117961,117962,118352,117905,240983,290919,117908
21650,42654,6735,117961,117969,6725,120527,275449,6725,120529
10147,74979,118151,118079,118080,117878,118370,118371,118372,118373
19328,3853,53190,117961,118300,19772,118784,118785,290919,118786
19405,37362,100,120140,120141,142145,117905,117906,290919,117908
20760,44301,7339,117961,118300,118360,124194,130884,118363,124196
6409,45634,1550,117961,118225,123173,118054,121311,117887,118055
30521,75078,24989,91261,118026,118027,273308,307480,249618,118232
20936,28351,15790,117961,118225,120663,117905,117906,290919,117908
7885,79814,12264,117929,117940,117920,117885,117913,117887,117888
30150,89850,12397,117961,118327,121787,123045,123107,120518,123047
19936,63279,5244,117961,118343,119598,118321,117906,290919,118322
22418,80712,5115,117961,118300,118631,119587,176829,118704,119589
22147,26411,55604,118023,118024,117895,117885,117955,117887,117888
26903,33249,4715,117961,118300,125872,118422,249904,118424,118425
22336,42085,4933,117961,118300,118458,307024,301218,118331,118332
29366,16199,30,117961,118413,120370,118784,117906,290919,118786
12377,39331,58719,117961,118386,119954,119962,168365,118205,119964
28327,39342,20818,117961,118446,118447,118321,117906,290919,118322
5153,18072,15610,118256,118257,117945,259173,126238,292795,118943
32701,39883,70066,91261,118026,118202,118203,190841,118205,118206
9152,23987,2260,117961,118343,119598,118422,300136,118424,118425
6454,38268,102646,117926,118124,117941,117879,117886,19721,117880
17768,43452,79116,118169,118170,118042,118043,129174,270488,118046
10572,4675,16830,117961,118327,119830,120773,118959,118960,120774
19349,34423,55941,117961,118327,122109,117905,117906,290919,117908
24840,80022,134819,121005,121006,117945,280788,280788,292795,119082
25394,25274,4950,117961,118343,118911,118826,236735,118424,118828
25894,28842,901,117902,117903,120428,117905,117906,290919,117908
8150,39393,7389,117961,118386,118746,118451,152307,118453,118454
28399,39883,51780,118555,118178,119107,118995,241251,292795,118997
9244,684,1505,117961,118327,4674,118321,117906,290919,118322
26708,79996,4130,117961,118052,118881,117905,117906,290919,117908
27161,39883,15061,91261,118026,119507,117905,117906,290919,117908
142,75813,75640,118315,118463,119214,118321,117906,290919,118322
19104,38469,31061,118212,118580,117895,117896,117913,117887,117898
10598,45904,278581,118169,118170,118042,118563,311839,270488,118565
18452,4675,3197,117961,118386,120361,117905,117906,290919,117908
12550,35451,15421,117961,117969,118970,120647,311441,118398,120649
10849,6488,14798,117961,118386,118746,128230,302830,4673,128231
4181,29695,46104,117961,118327,120559,120618,304465,118643,120619
31135,84784,4659,117961,118225,120663,117905,240983,290919,117908
26484,15747,4189,117961,118343,119987,118636,310589,118638,118639
29205,78766,65460,118079,118080,117878,117885,118177,117887,117888
3149,4675,50806,117961,118446,119961,119962,168365,118205,119964
31012,40864,46526,117961,118300,119984,120647,311441,118398,120649
25604,30570,4565,117961,118386,121961,117905,290878,290919,117908
31800,34780,85475,117961,118300,120410,118321,240983,290919,118322
20333,23884,5183,118290,118291,119837,118834,169002,118424,118836
27993,26398,30533,91261,118026,119507,123045,123107,120518,123047
4738,3853,8343,119301,119302,119303,118321,117906,290919,118322
3406,39331,71189,117961,118386,121883,118318,168365,118205,118319
16445,79121,806,117961,118300,123719,117905,117906,290919,117908
32095,1020,71899,118990,118991,118992,135123,292871,120302,135125
8321,31183,6083,117961,117962,122224,118777,279443,308574,118779
2052,45815,21869,117961,118327,118507,118396,158043,118398,118399
14841,72145,5496,91261,118026,118202,117905,117906,290919,117908
8180,31402,195311,119301,119302,119303,118784,233216,290919,118786
22735,78176,8715,117961,118052,119986,117905,117906,290919,117908
21397,4679,1012,117961,118225,119924,118321,117906,290919,118322
14411,80558,5409,117961,118343,119993,118321,240983,290919,118322
27490,33592,13223,11146,118491,117941,118568,281735,19721,118570
7582,77295,2062,117961,118327,119830,118784,117906,290919,118786
29322,31859,90707,118219,118220,117920,118568,305057,19721,118570
8646,838,1915,117961,118300,119181,149228,149229,118643,149230
22121,38212,91412,117975,117976,117920,118568,131694,19721,118570
10813,14354,19885,117978,119216,117884,118568,281735,19721,118570
11294,33054,4910,117961,118343,118911,118912,284092,118424,118914
28718,37942,54986,117935,117936,117878,117879,117879,19721,117880
9664,113091,17225,117961,118300,19772,138019,187788,120518,138021
25096,79121,25631,117961,118343,149210,118422,144350,118424,118425
496,23497,52314,117961,118300,118301,118980,306795,118295,118982
13095,34950,8701,117961,118327,121787,130479,249508,119784,130481
9375,16767,7076,117961,118225,120041,119093,254399,119095,119096
29087,35885,3949,117961,117962,118352,118777,128848,308574,118779
16082,974,1030,117961,118343,120722,124435,127527,118363,124436
15503,18072,23340,117961,118225,120663,122030,134579,122032,122033
10553,80528,3993,117961,118343,119598,124576,124577,118424,124578
5599,18418,7578,117961,118343,118437,117905,117906,290919,117908
28918,75078,18686,117961,118386,121883,118321,117906,290919,118322
18819,33239,4378,117961,118327,118507,118054,120238,117887,118055
13170,15064,17856,117961,118327,123757,118054,120238,117887,118055
25623,70452,29643,118953,118954,117878,117879,240347,19721,117880
23737,4675,59067,117961,118327,121645,117905,117906,290919,117908
20728,3853,4417,117961,118413,119968,130857,232825,308574,130858
2813,45127,50806,117961,118446,119961,118318,180629,118205,118319
26069,35498,231,117961,118343,6104,118321,117906,290919,118322
30661,80487,770,117961,118300,119181,118451,130134,118453,118454
17324,391,666,117926,118124,117941,117879,124672,19721,117880
26684,33150,56801,120864,120865,19666,120632,278014,118131,120634
14801,35851,34826,118555,118178,118320,118321,117906,290919,118322
11688,80762,4642,117961,118225,120551,117905,117906,290919,117908
26807,82303,25237,117961,117962,118910,118321,117906,290919,118322
8511,4675,25303,117961,118386,118522,117905,117906,290919,117908
3304,33054,3918,117961,118343,118660,118912,309291,118424,118914
11180,7678,51311,117961,118343,121747,119928,310608,118331,119929
2036,7543,4452,117961,118052,120671,117905,240983,290919,117908
30477,80232,49574,117961,118052,118391,120773,118959,118960,120774
3431,43758,16569,117961,118327,120559,118777,279443,308574,118779
3999,25624,1012,117961,118225,119924,118321,117906,290919,118322
32230,27826,3053,117961,118225,120663,118641,306399,118643,118644
3501,39332,4478,117961,118386,118692,117905,240983,290919,117908
19829,20272,71163,117910,117911,117912,117885,117913,117887,117888
5504,3853,17592,117961,118386,121961,118368,254718,117887,118486
11264,23176,1475,91261,118026,118450,118641,123881,118643,118644
28953,81524,55274,91261,118026,118027,273308,118029,249618,118232
19961,112384,13765,117918,117919,117920,145648,123191,119784,163313
15944,79092,5244,117961,118343,119598,119743,311752,3130,119745
29747,27785,22819,117961,118225,119824,121414,132041,118704,121416
29020,23964,4864,117961,118300,123055,120344,310997,118424,120346
20586,13878,14289,118602,118603,117941,118568,125168,19721,118570
26565,1003,1541,117961,118225,123173,119093,123174,119095,119096
14840,39612,16046,117961,117962,120677,120812,126079,118638,120814
2606,33240,55763,117902,117903,118507,118028,118368,117887,118030
27233,33054,31093,117961,118343,118810,118674,123679,19793,118676
30619,1969,57580,120354,120355,118575,119192,121373,119184,119194
26572,74728,4566,119062,119091,118992,179731,117906,117887,117973
26003,32270,7520,117961,118343,124725,117905,240983,290919,117908
30469,25993,3023,117961,118343,122012,117905,117906,290919,117908
15078,73442,5244,117961,118343,119598,118321,240983,290919,118322
29351,6690,169112,117902,118041,119781,118563,121024,270488,118565
32316,37651,14552,118219,118220,118008,117879,117897,19721,117880
6955,21377,2924,118887,118888,121108,258434,293631,118424,258436
17728,74815,4571,117961,118225,119924,118685,279443,308574,118687
20121,28342,57757,117961,118343,142038,118784,121873,290919,118786
2477,45403,91993,118582,118583,117945,117946,118584,292795,117948
8572,74349,5214,119134,119135,124668,118293,118302,118295,118296
19377,45507,2270,117961,118413,120584,118958,118959,118960,118961
1528,79299,17414,118752,119070,118042,118563,118563,270488,118565
3961,18913,19429,117918,117919,117912,117885,117913,117887,117888
9473,75507,51129,117961,118343,118609,122022,310779,119221,122024
21858,80535,189,117961,118413,121639,117905,240983,290919,117908
127,34575,4013,117961,118300,118514,118321,240983,290919,118322
20854,38470,51385,118079,118080,117878,117885,118177,117887,117888
20181,5340,5089,117961,118300,118514,120516,123107,120518,120519
17115,34026,18686,117961,118386,121883,118321,117906,290919,118322
18779,45300,116406,117961,117962,120677,122067,297566,118424,122069
30269,14570,20481,118219,118220,118221,127700,166848,19721,127702
10434,14914,866,117961,118413,120526,118259,132668,290919,118261
1380,25192,23262,118595,118596,81476,118054,118443,117887,118055
3672,73144,52314,117961,118300,118301,118980,306795,118295,118982
3057,75834,8343,119301,119302,119303,117905,119304,290919,117908
17867,975,7615,117961,118300,120059,121469,128942,118424,121471
12322,5906,5966,117961,118446,16232,118368,170012,117887,118486
23663,75447,4565,117961,118386,121961,117905,290878,290919,117908
1807,22282,82500,117935,117936,117878,117885,117937,117887,117888
7374,23096,7547,117961,118327,118933,118321,117906,290919,118322
681,38480,51382,118079,118080,117878,117879,118177,19721,117880
1575,80201,30533,91261,118026,119507,123045,123107,120518,123047
24421,92326,36,117961,118413,119968,118321,117906,290919,118322
23119,32270,50736,117961,118052,118821,118321,240983,290919,118322
30872,35828,20380,117961,118225,118403,307024,306404,118331,118332
561,45380,46104,117961,118327,120559,120988,304465,118643,120989
10995,6960,1398,117961,118300,120722,118321,118448,290919,118322
18566,278393,57691,117961,117962,120677,122022,265969,119221,122024
9596,81360,8150,117961,118386,119954,119962,168365,118205,119964
13958,39396,53348,117961,117969,118970,118396,122194,118398,118399
31475,74001,68693,118090,118091,117941,117879,117886,19721,117880
1599,35733,46704,91261,118026,118202,117905,117906,290919,117908
23903,972,15412,117961,118343,127705,119849,170027,118638,119851
5953,23465,3104,117961,118343,123476,118054,118054,117887,118055
2326,25554,7285,117961,118225,118403,118054,158055,117887,118055
17330,31224,49353,117961,117962,118910,118321,117906,290919,118322
10601,6977,7586,117961,118225,118403,118321,240983,290919,118322
32357,35540,16641,117929,117940,117941,118568,293374,19721,118570
13857,27314,782,117961,118413,127522,118321,117906,290919,118322
12912,40997,70260,117961,118225,120535,120647,159051,118398,120649
16656,24016,17614,117902,118041,118042,118043,118044,270488,118046
6571,92280,28890,117961,118327,118529,138019,229991,120518,138021
32309,79979,5652,117961,118300,28618,118321,240983,290919,118322
30650,37807,17951,117926,117927,118810,119323,119456,19793,119325
406,34156,3692,117961,118413,126229,128230,302830,4673,128231
17802,75834,1840,117961,118343,118514,118321,240983,290919,118322
27586,39883,60121,121785,121786,142145,117905,156948,290919,117908
22512,29304,57133,117980,118076,117912,118568,146968,19721,118570
22672,79031,7651,117961,118386,118746,118321,117906,290919,118322
21802,75834,5456,117961,118225,118403,118321,117906,290919,118322
32376,39262,17561,91261,118026,118202,118278,151426,290919,118279
23205,33996,7807,117961,118327,118518,120097,146705,270488,120099
23098,23734,1911,117943,117944,118042,118043,118176,270488,118046
28482,278393,3954,117961,118343,120291,118422,300136,118424,118425
20344,15714,32795,118256,119428,118623,118995,118806,292795,118997
17367,3069,3119,117961,118300,120312,119849,236236,118638,119851
19742,25274,3623,117961,118343,121747,307024,306404,118331,118332
11456,77432,55556,117961,118052,118979,118278,117906,290919,118279
13918,972,4716,118290,118291,120026,120344,165069,118424,120346
10669,43302,71189,117961,118386,121883,118318,168365,118205,118319
26469,73145,798,118752,119070,119121,280788,280788,292795,119082
12199,40453,12732,117910,117911,117912,117879,117886,19721,117880
31541,76860,17465,91261,118026,118202,118278,118260,290919,118279
8017,40069,4057,117961,118343,119598,118834,133686,118424,118836
19735,29304,85101,117975,117976,117920,120132,133508,120134,120135
17697,20364,4219,117961,118300,120312,120313,157234,118424,120315
13967,73144,2395,117961,118300,123055,118728,301534,118295,118730
10215,26808,46224,117961,118327,118378,120952,130134,118453,120954
8179,28149,64715,91261,118026,118317,117905,117906,290919,117908
30908,78711,7411,117961,118386,118746,118747,130134,118453,118749
26184,1020,46299,117961,118386,118501,118502,118503,118504,118505
20267,5893,5899,117961,118327,120318,118641,306399,118643,118644
20157,38717,119058,118079,118080,117878,117879,118177,19721,117880
31560,76554,14731,117961,118446,118447,117905,117906,290919,117908
12311,14960,58721,118084,118085,117941,117885,117913,117887,117888
14092,75718,2270,117961,118413,277693,118777,279443,308574,118779
18508,1020,221,117961,118413,240766,117905,153318,290919,117908
1524,42976,14638,117961,118052,118821,117905,240983,290919,117908
10077,16764,1475,91261,118026,118450,118641,123881,118643,118644
25244,27295,4068,117961,118300,118458,118054,310608,117887,118055
10430,81273,1350,117961,118052,120096,117905,117906,290919,117908
4822,17308,101792,117961,117962,120677,118054,120238,117887,118055
3411,1020,6284,118212,118213,120551,117905,134159,290919,117908
23724,15938,15484,118256,119428,117945,126684,130913,292795,126685
14461,27416,9954,118742,118743,117920,118568,166848,19721,118570
593,112669,118619,117961,118300,119142,118784,147114,290919,118786
1174,70553,17514,117961,118343,121747,118321,117906,290919,118322
29239,26431,3745,117961,118300,118360,118361,118362,118363,118364
448,25964,214,117961,118343,6104,118321,117906,290919,118322
23016,927,1930,122880,122974,122870,120097,281292,270488,120099
12843,17183,8697,117961,118446,119064,118784,117906,290919,118786
7731,45036,5288,119596,119597,149666,120357,149667,118424,120359
21161,19802,4542,117961,118225,120551,128230,302830,4673,128231
